Gene ID,Species Name,Phylum,Clade,Family ID,,,
TCNE_0001823201,toxocara_canis,Nematoda,Clade I,family 171381,,,
TCNE_0000986901,toxocara_canis,Nematoda,Clade I,family 171381,,,
TCNE_0001564901,toxocara_canis,Nematoda,Clade I,family 178702,,,
TCNE_0000180901,toxocara_canis,Nematoda,Clade I,family 178702,,,
TCNE_0001769301,toxocara_canis,Nematoda,Clade I,family 178702,,,
TCNE_0001864101,toxocara_canis,Nematoda,Clade I,family 178702,,,
TCNE_0000328501,toxocara_canis,Nematoda,Clade I,family 249253,,,
TCNE_0001047901,toxocara_canis,Nematoda,Clade I,family 249253,,,
TCNE_0000892901,toxocara_canis,Nematoda,Clade I,family 249253,,,
TCNE_0000403501,toxocara_canis,Nematoda,Clade I,family 249253,,,
TCNE_0001551201,toxocara_canis,Nematoda,Clade I,family 249253,,,
TCNE_0001725201,toxocara_canis,Nematoda,Clade I,family 283238,,,
TCNE_0000763901,toxocara_canis,Nematoda,Clade I,family 283238,,,
TCNE_0000649701,toxocara_canis,Nematoda,Clade I,family 283718,,,
TCNE_0001843101,toxocara_canis,Nematoda,Clade I,family 323709,,,
TCNE_0000342101,toxocara_canis,Nematoda,Clade I,family 323709,,,
TCNE_0001911201,toxocara_canis,Nematoda,Clade I,family 323709,,,
TCNE_0001533101,toxocara_canis,Nematoda,Clade I,family 370323,,,
TCNE_0002012401,toxocara_canis,Nematoda,Clade I,family 432399,,,
TCNE_0001249601,toxocara_canis,Nematoda,Clade I,family 432399,,,
TCNE_0000234201,toxocara_canis,Nematoda,Clade I,family 432399,,,
TCNE_0001072401,toxocara_canis,Nematoda,Clade I,family 441036,,,
TCNE_0000716601,toxocara_canis,Nematoda,Clade I,family 443402,,,
TCNE_0001020201,toxocara_canis,Nematoda,Clade I,family 443402,,,
TCNE_0001083201,toxocara_canis,Nematoda,Clade I,family 443402,,,
TCNE_0001854101,toxocara_canis,Nematoda,Clade I,family 445222,,,
TCNE_0000511401,toxocara_canis,Nematoda,Clade I,family 445222,,,
TCNE_0001069101,toxocara_canis,Nematoda,Clade I,family 445222,,,
TCNE_0001913501,toxocara_canis,Nematoda,Clade I,family 460447,,,
TCNE_0000810801,toxocara_canis,Nematoda,Clade I,family 460447,,,
TCNE_0001968801,toxocara_canis,Nematoda,Clade I,family 460447,,,
TCNE_0001854201,toxocara_canis,Nematoda,Clade I,family 517181,,,
TCNE_0001580401,toxocara_canis,Nematoda,Clade I,family 517181,,,
TCNE_0001400301,toxocara_canis,Nematoda,Clade I,family 540168,,,
TCNE_0001410401,toxocara_canis,Nematoda,Clade I,family 589774,,,
TCNE_0000670901,toxocara_canis,Nematoda,Clade I,family 601070,,,
TCNE_0000922101,toxocara_canis,Nematoda,Clade I,family 615885,,,
TCNE_0000997301,toxocara_canis,Nematoda,Clade I,family 656248,,,
TCNE_0000578301,toxocara_canis,Nematoda,Clade I,family 670937,,,
TCNE_0000671001,toxocara_canis,Nematoda,Clade I,family 686379,,,
TCNE_0001431701,toxocara_canis,Nematoda,Clade I,family 717288,,,
TCNE_0001900701,toxocara_canis,Nematoda,Clade I,family 861427,,,
TCNE_0001738001,toxocara_canis,Nematoda,Clade I,family 861427,,,
TCNE_0000585901,toxocara_canis,Nematoda,Clade I,family 862195,,,
TCNE_0001922201,toxocara_canis,Nematoda,Clade I,family 883863,,,
TCNE_0001991801,toxocara_canis,Nematoda,Clade I,family 885423,,,
TCNE_0000878501,toxocara_canis,Nematoda,Clade I,family 885423,,,
TCNE_0000585801,toxocara_canis,Nematoda,Clade I,family 908253,,,
TCNE_0001530701,toxocara_canis,Nematoda,Clade I,family 983893,,,
TCNE_0000829501,toxocara_canis,Nematoda,Clade I,family 1584441,,,
TCNE_0001133201,toxocara_canis,Nematoda,Clade I,family 1584441,,,
TCNE_0001088501,toxocara_canis,Nematoda,Clade I,family 1584441,,,
TCNE_0000990401,toxocara_canis,Nematoda,Clade I,family 1584441,,,
TCNE_0001088401,toxocara_canis,Nematoda,Clade I,family 1584441,,,
TCNE_0000293401,toxocara_canis,Nematoda,Clade I,family 1584554,,,
TCNE_0000037601,toxocara_canis,Nematoda,Clade I,family 1584554,,,
TCNE_0000639001,toxocara_canis,Nematoda,Clade I,family 1584554,,,
TCNE_0001512901,toxocara_canis,Nematoda,Clade I,family 1584554,,,
TCNE_0000638901,toxocara_canis,Nematoda,Clade I,family 1584554,,,
TCNE_0000609301,toxocara_canis,Nematoda,Clade I,family 1584561,,,
TCNE_0001879701,toxocara_canis,Nematoda,Clade I,family 1584603,,,
TCNE_0001894901,toxocara_canis,Nematoda,Clade I,family 1584603,,,
TCNE_0001261001,toxocara_canis,Nematoda,Clade I,family 1584603,,,
TCNE_0001157701,toxocara_canis,Nematoda,Clade I,family 1584603,,,
TCNE_0000798901,toxocara_canis,Nematoda,Clade I,family 1584603,,,
TCNE_0001880001,toxocara_canis,Nematoda,Clade I,family 1584603,,,
TCNE_0000601201,toxocara_canis,Nematoda,Clade I,family 1584603,,,
TCNE_0001566201,toxocara_canis,Nematoda,Clade I,family 1584651,,,
TCNE_0001058001,toxocara_canis,Nematoda,Clade I,family 1584651,,,
TCNE_0000018701,toxocara_canis,Nematoda,Clade I,family 1584651,,,
TCNE_0001300001,toxocara_canis,Nematoda,Clade I,family 1584651,,,
TCNE_0001533701,toxocara_canis,Nematoda,Clade I,family 1584651,,,
TCNE_0001879801,toxocara_canis,Nematoda,Clade I,family 1584706,,,
TCNE_0001261101,toxocara_canis,Nematoda,Clade I,family 1584706,,,
TCNE_0000601101,toxocara_canis,Nematoda,Clade I,family 1584706,,,
TCNE_0000337501,toxocara_canis,Nematoda,Clade I,family 1584706,,,
TCNE_0001879901,toxocara_canis,Nematoda,Clade I,family 1584706,,,
TCNE_0000337401,toxocara_canis,Nematoda,Clade I,family 1584706,,,
TCNE_0000799001,toxocara_canis,Nematoda,Clade I,family 1584706,,,
TCNE_0000092801,toxocara_canis,Nematoda,Clade I,family 1584756,,,
TCNE_0000014501,toxocara_canis,Nematoda,Clade I,family 1584756,,,
TCNE_0000635101,toxocara_canis,Nematoda,Clade I,family 1584756,,,
TCNE_0001592101,toxocara_canis,Nematoda,Clade I,family 1584756,,,
TCNE_0001731001,toxocara_canis,Nematoda,Clade I,family 1584756,,,
TCNE_0000635001,toxocara_canis,Nematoda,Clade I,family 1584756,,,
TCNE_0001199601,toxocara_canis,Nematoda,Clade I,family 1584756,,,
TCNE_0001324001,toxocara_canis,Nematoda,Clade I,family 1584756,,,
TCNE_0000013101,toxocara_canis,Nematoda,Clade I,family 1584797,,,
TCNE_0001806501,toxocara_canis,Nematoda,Clade I,family 1584797,,,
TCNE_0001670901,toxocara_canis,Nematoda,Clade I,family 1584797,,,
TCNE_0001305801,toxocara_canis,Nematoda,Clade I,family 1584797,,,
TCNE_0000016701,toxocara_canis,Nematoda,Clade I,family 1584797,,,
TCNE_0002020901,toxocara_canis,Nematoda,Clade I,family 1584797,,,
TCNE_0001565401,toxocara_canis,Nematoda,Clade I,family 1584797,,,
TCNE_0001831101,toxocara_canis,Nematoda,Clade I,family 1586468,,,
TCNE_0001938301,toxocara_canis,Nematoda,Clade I,family 1586468,,,
TCNE_0000121401,toxocara_canis,Nematoda,Clade I,family 1586468,,,
TCNE_0001493301,toxocara_canis,Nematoda,Clade I,family 1586490,,,
TCNE_0000187201,toxocara_canis,Nematoda,Clade I,family 1586490,,,
TCNE_0001377301,toxocara_canis,Nematoda,Clade I,family 1586490,,,
Tsp_03151,trichinella_spiralis,Nematoda,Clade I,family 150118,,,
Tsp_07874,trichinella_spiralis,Nematoda,Clade I,family 225491,,,
Tsp_10378,trichinella_spiralis,Nematoda,Clade I,family 236822,,,
Tsp_10376,trichinella_spiralis,Nematoda,Clade I,family 236822,,,
Tsp_07699,trichinella_spiralis,Nematoda,Clade I,family 112805,,,
Tsp_11217,trichinella_spiralis,Nematoda,Clade I,family 204750,,,
Tsp_03580,trichinella_spiralis,Nematoda,Clade I,family 72247,,,
Tsp_09168,trichinella_spiralis,Nematoda,Clade I,family 72247,,,
Tsp_12356,trichinella_spiralis,Nematoda,Clade I,family 72247,,,
Tsp_02403,trichinella_spiralis,Nematoda,Clade I,family 89847,,,
Tsp_12932.3,trichinella_spiralis,Nematoda,Clade I,family 89847,,,
Tsp_00919,trichinella_spiralis,Nematoda,Clade I,family 92761,,,
Tsp_01326,trichinella_spiralis,Nematoda,Clade I,family 92761,,,
Tsp_06115,trichinella_spiralis,Nematoda,Clade I,family 92761,,,
Tsp_01145,trichinella_spiralis,Nematoda,Clade I,family 253675,,,
Tsp_04436,trichinella_spiralis,Nematoda,Clade I,family 253675,,,
Tsp_00661,trichinella_spiralis,Nematoda,Clade I,family 1584687,,,
SSTP_0001111100,strongyloides_stercoralis,Nematoda,Clade IV,family_966768,Added late from synapomorphy,,
SPAL_0001229216,strongyloides_papillosus,Nematoda,Clade IV,family_966768,Added late from synapomorphy,,
SVE_1000654750,strongyloides_venezuelensis,Nematoda,Clade IV,family_966768,Added late from synapomorphy,,
SPAL_0000252100,strongyloides_papillosus,Nematoda,Clade IV,family_966768,Added late from synapomorphy,,
SSTP_0000525400,strongyloides_stercoralis,Nematoda,Clade IV,family_966768,Added late from synapomorphy,,
RSKR_0000126050,rhabditophanes_kr3021,Nematoda,Clade IV,family_966768,Added late from synapomorphy,,
SPAL_0001229232,strongyloides_papillosus,Nematoda,Clade IV,family_966768,Added late from synapomorphy,,
PTRK_0000874900,parastrongyloides_trichosuri,Nematoda,Clade IV,family_966768,Added late from synapomorphy,,
SRAE_2000476900,strongyloides_ratti,Nematoda,Clade IV,family_966768,Added late from synapomorphy,,
SVE_2022700,strongyloides_venezuelensis,Nematoda,Clade IV,family_966768,Added late from synapomorphy,,
RSKR_0001063775,rhabditophanes_kr3021,Nematoda,Clade IV,family_966768,Added late from synapomorphy,,
RSKR_0000551050,rhabditophanes_kr3021,Nematoda,Clade IV,family_966768,Added late from synapomorphy,,
SSTP_0001111200,strongyloides_stercoralis,Nematoda,Clade IV,family_966768,Added late from synapomorphy,,
SVE_0685200,strongyloides_venezuelensis,Nematoda,Clade IV,family_966768,Added late from synapomorphy,,
PTRK_0001064300,parastrongyloides_trichosuri,Nematoda,Clade IV,family_966768,Added late from synapomorphy,,
RSKR_0000985925,rhabditophanes_kr3021,Nematoda,Clade IV,family_966768,Added late from synapomorphy,,
RSKR_0000022450,rhabditophanes_kr3021,Nematoda,Clade IV,family_966768,Added late from synapomorphy,,
PTRK_0001499200,parastrongyloides_trichosuri,Nematoda,Clade IV,family_966768,Added late from synapomorphy,,
SRAE_1000103600,strongyloides_ratti,Nematoda,Clade IV,family_966768,Added late from synapomorphy,,
SVE_0092900,strongyloides_venezuelensis,Nematoda,Clade IV,family_966768,Added late from synapomorphy,,
PTRK_0001427350,parastrongyloides_trichosuri,Nematoda,Clade IV,family_916796,Added late from synapomorphy,,
SSTP_0000381900,strongyloides_stercoralis,Nematoda,Clade IV,family_916796,Added late from synapomorphy,,
SSTP_0001208800,strongyloides_stercoralis,Nematoda,Clade IV,family_916796,Added late from synapomorphy,,
SPAL_0000606300,strongyloides_papillosus,Nematoda,Clade IV,family_916796,Added late from synapomorphy,,
SVE_1617700,strongyloides_venezuelensis,Nematoda,Clade IV,family_916796,Added late from synapomorphy,,
SVE_1566100,strongyloides_venezuelensis,Nematoda,Clade IV,family_916796,Added late from synapomorphy,,
SPAL_0001741000,strongyloides_papillosus,Nematoda,Clade IV,family_916796,Added late from synapomorphy,,
SRAE_2000482900,strongyloides_ratti,Nematoda,Clade IV,family_916796,Added late from synapomorphy,,
PTRK_0001500800,parastrongyloides_trichosuri,Nematoda,Clade IV,family_916796,Added late from synapomorphy,,
SSTP_0000648600,strongyloides_stercoralis,Nematoda,Clade IV,family_916796,Added late from synapomorphy,,
PTRK_0001281500,parastrongyloides_trichosuri,Nematoda,Clade IV,family_916796,Added late from synapomorphy,,
SPAL_0000606100,strongyloides_papillosus,Nematoda,Clade IV,family_916796,Added late from synapomorphy,,
SRAE_2000523200,strongyloides_ratti,Nematoda,Clade IV,family_916796,Added late from synapomorphy,,
RSKR_0000518050,rhabditophanes_kr3021,Nematoda,Clade IV,family_916796,Added late from synapomorphy,,
RSKR_0000264250,rhabditophanes_kr3021,Nematoda,Clade IV,family_916796,Added late from synapomorphy,,
PTRK_0001797400,parastrongyloides_trichosuri,Nematoda,Clade IV,family_916796,Added late from synapomorphy,,
SVE_1566300,strongyloides_venezuelensis,Nematoda,Clade IV,family_916796,Added late from synapomorphy,,
SVE_1566000,strongyloides_venezuelensis,Nematoda,Clade IV,family_916796,Added late from synapomorphy,,
SSTP_0001109400,strongyloides_stercoralis,Nematoda,Clade IV,family_916796,Added late from synapomorphy,,
SVE_2008100,strongyloides_venezuelensis,Nematoda,Clade IV,family_916796,Added late from synapomorphy,,
SRAE_1000170900,strongyloides_ratti,Nematoda,Clade IV,family_916796,Added late from synapomorphy,,
PTRK_0001133000,parastrongyloides_trichosuri,Nematoda,Clade IV,family_916796,Added late from synapomorphy,,
SSTP_0000648700,strongyloides_stercoralis,Nematoda,Clade IV,family_916796,Added late from synapomorphy,,
SRAE_2000462000,strongyloides_ratti,Nematoda,Clade IV,family_916796,Added late from synapomorphy,,
SPAL_0001518500,strongyloides_papillosus,Nematoda,Clade IV,family_913761,Added late from synapomorphy,,
PTRK_0000043400,parastrongyloides_trichosuri,Nematoda,Clade IV,family_913761,Added late from synapomorphy,,
SSTP_0000364850,strongyloides_stercoralis,Nematoda,Clade IV,family_913761,Added late from synapomorphy,,
RSKR_0001108700,rhabditophanes_kr3021,Nematoda,Clade IV,family_913761,Added late from synapomorphy,,
SRAE_2000471000,strongyloides_ratti,Nematoda,Clade IV,family_913761,Added late from synapomorphy,,
SPAL_0000281600,strongyloides_papillosus,Nematoda,Clade IV,family_913761,Added late from synapomorphy,,
SSTP_0000114333,strongyloides_stercoralis,Nematoda,Clade IV,family_913761,Added late from synapomorphy,,
SSTP_0001172200,strongyloides_stercoralis,Nematoda,Clade IV,family_913761,Added late from synapomorphy,,
SPAL_0000744100,strongyloides_papillosus,Nematoda,Clade IV,family_913761,Added late from synapomorphy,,
SVE_0392800,strongyloides_venezuelensis,Nematoda,Clade IV,family_913761,Added late from synapomorphy,,
SVE_0341800,strongyloides_venezuelensis,Nematoda,Clade IV,family_913761,Added late from synapomorphy,,
SRAE_2000471200,strongyloides_ratti,Nematoda,Clade IV,family_913761,Added late from synapomorphy,,
SPAL_0001591200,strongyloides_papillosus,Nematoda,Clade IV,family_913761,Added late from synapomorphy,,
SVE_0996500,strongyloides_venezuelensis,Nematoda,Clade IV,family_913761,Added late from synapomorphy,,
SVE_0564800,strongyloides_venezuelensis,Nematoda,Clade IV,family_913761,Added late from synapomorphy,,
PTRK_0001378800,parastrongyloides_trichosuri,Nematoda,Clade IV,family_913761,Added late from synapomorphy,,
PTRK_0000449600,parastrongyloides_trichosuri,Nematoda,Clade IV,family_913761,Added late from synapomorphy,,
SRAE_1000075200,strongyloides_ratti,Nematoda,Clade IV,family_913761,Added late from synapomorphy,,
SVE_0883500,strongyloides_venezuelensis,Nematoda,Clade IV,family_913761,Added late from synapomorphy,,
SSTP_0001190900,strongyloides_stercoralis,Nematoda,Clade IV,family_913761,Added late from synapomorphy,,
SVE_1021000,strongyloides_venezuelensis,Nematoda,Clade IV,family_913761,Added late from synapomorphy,,
SRAE_2000377100,strongyloides_ratti,Nematoda,Clade IV,family_913761,Added late from synapomorphy,,
SRAE_0000032000,strongyloides_ratti,Nematoda,Clade IV,family_913761,Added late from synapomorphy,,
SSTP_0000777700,strongyloides_stercoralis,Nematoda,Clade IV,family_913761,Added late from synapomorphy,,
SVE_0341700,strongyloides_venezuelensis,Nematoda,Clade IV,family_913761,Added late from synapomorphy,,
SRAE_2000446900,strongyloides_ratti,Nematoda,Clade IV,family_792814,Added late from synapomorphy,,
RSKR_0000440866,rhabditophanes_kr3021,Nematoda,Clade IV,family_792814,Added late from synapomorphy,,
PTRK_0001534600,parastrongyloides_trichosuri,Nematoda,Clade IV,family_792814,Added late from synapomorphy,,
SSTP_0000425300,strongyloides_stercoralis,Nematoda,Clade IV,family_792814,Added late from synapomorphy,,
RSKR_0000877366,rhabditophanes_kr3021,Nematoda,Clade IV,family_792814,Added late from synapomorphy,,
RSKR_0000878350,rhabditophanes_kr3021,Nematoda,Clade IV,family_792814,Added late from synapomorphy,,
SSTP_0001282400,strongyloides_stercoralis,Nematoda,Clade IV,family_792814,Added late from synapomorphy,,
SSTP_0000425000,strongyloides_stercoralis,Nematoda,Clade IV,family_792814,Added late from synapomorphy,,
SPAL_0001719200,strongyloides_papillosus,Nematoda,Clade IV,family_792814,Added late from synapomorphy,,
SSTP_0000425100,strongyloides_stercoralis,Nematoda,Clade IV,family_792814,Added late from synapomorphy,,
SPAL_0000084400,strongyloides_papillosus,Nematoda,Clade IV,family_792814,Added late from synapomorphy,,
PTRK_0001340050,parastrongyloides_trichosuri,Nematoda,Clade IV,family_792814,Added late from synapomorphy,,
PTRK_0000257700,parastrongyloides_trichosuri,Nematoda,Clade IV,family_792814,Added late from synapomorphy,,
SSTP_0000425200,strongyloides_stercoralis,Nematoda,Clade IV,family_792814,Added late from synapomorphy,,
SSTP_0001282300,strongyloides_stercoralis,Nematoda,Clade IV,family_792814,Added late from synapomorphy,,
RSKR_0000839050,rhabditophanes_kr3021,Nematoda,Clade IV,family_792814,Added late from synapomorphy,,
RSKR_0000440833,rhabditophanes_kr3021,Nematoda,Clade IV,family_792814,Added late from synapomorphy,,
SSTP_0000425400,strongyloides_stercoralis,Nematoda,Clade IV,family_792814,Added late from synapomorphy,,
PTRK_0001340100,parastrongyloides_trichosuri,Nematoda,Clade IV,family_792814,Added late from synapomorphy,,
SSTP_0000488200,strongyloides_stercoralis,Nematoda,Clade IV,family_792814,Added late from synapomorphy,,
SPAL_0001775300,strongyloides_papillosus,Nematoda,Clade IV,family_792814,Added late from synapomorphy,,
SVE_0272700,strongyloides_venezuelensis,Nematoda,Clade IV,family_792814,Added late from synapomorphy,,
RSKR_0000877333,rhabditophanes_kr3021,Nematoda,Clade IV,family_792814,Added late from synapomorphy,,
PTRK_0000957400,parastrongyloides_trichosuri,Nematoda,Clade IV,family_792814,Added late from synapomorphy,,
PTRK_0000957433,parastrongyloides_trichosuri,Nematoda,Clade IV,family_792814,Added late from synapomorphy,,
SSTP_0001282500,strongyloides_stercoralis,Nematoda,Clade IV,family_792814,Added late from synapomorphy,,
PTRK_0000792800,parastrongyloides_trichosuri,Nematoda,Clade IV,family_792814,Added late from synapomorphy,,
RSKR_0000175025,rhabditophanes_kr3021,Nematoda,Clade IV,family_792814,Added late from synapomorphy,,
SPAL_0001383200,strongyloides_papillosus,Nematoda,Clade IV,family_792814,Added late from synapomorphy,,
SSTP_0001282800,strongyloides_stercoralis,Nematoda,Clade IV,family_792814,Added late from synapomorphy,,
SRAE_2000432200,strongyloides_ratti,Nematoda,Clade IV,family_792814,Added late from synapomorphy,,
RSKR_0000386833,rhabditophanes_kr3021,Nematoda,Clade IV,family_792814,Added late from synapomorphy,,
RSKR_0001084866,rhabditophanes_kr3021,Nematoda,Clade IV,family_792814,Added late from synapomorphy,,
SVE_1994800,strongyloides_venezuelensis,Nematoda,Clade IV,family_792814,Added late from synapomorphy,,
RSKR_0000568766,rhabditophanes_kr3021,Nematoda,Clade IV,family_792814,Added late from synapomorphy,,
SRAE_2000432900,strongyloides_ratti,Nematoda,Clade IV,family_792814,Added late from synapomorphy,,
PTRK_0001702200,parastrongyloides_trichosuri,Nematoda,Clade IV,family_792814,Added late from synapomorphy,,
PTRK_0000568675,parastrongyloides_trichosuri,Nematoda,Clade IV,family_792814,Added late from synapomorphy,,
SSTP_0000370200,strongyloides_stercoralis,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
PTRK_0000569300,parastrongyloides_trichosuri,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
PTRK_0001342500,parastrongyloides_trichosuri,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
SSTP_0000379400,strongyloides_stercoralis,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
SPAL_0000341500,strongyloides_papillosus,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
PTRK_0001747833,parastrongyloides_trichosuri,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
SRAE_1000261000,strongyloides_ratti,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
RSKR_0000539800,rhabditophanes_kr3021,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
PTRK_0000453900,parastrongyloides_trichosuri,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
SSTP_0000210900,strongyloides_stercoralis,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
SPAL_0000399466,strongyloides_papillosus,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
RSKR_0000262766,rhabditophanes_kr3021,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
SPAL_0001089025,strongyloides_papillosus,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
SVE_0587400,strongyloides_venezuelensis,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
SVE_0654400,strongyloides_venezuelensis,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
PTRK_0001339600,parastrongyloides_trichosuri,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
SPAL_0000997100,strongyloides_papillosus,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
SPAL_0001772500,strongyloides_papillosus,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
SVE_0587300,strongyloides_venezuelensis,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
SPAL_0001253600,strongyloides_papillosus,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
SVE_0045400,strongyloides_venezuelensis,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
SPAL_0001089000,strongyloides_papillosus,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
SPAL_0000416250,strongyloides_papillosus,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
SPAL_0001301050,strongyloides_papillosus,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
SPAL_0000442200,strongyloides_papillosus,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
PTRK_0001342612,parastrongyloides_trichosuri,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
SSTP_0000423100,strongyloides_stercoralis,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
PTRK_0000906100,parastrongyloides_trichosuri,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
SPAL_0000373300,strongyloides_papillosus,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
SRAE_0000024300,strongyloides_ratti,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
PTRK_0001342624,parastrongyloides_trichosuri,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
PTRK_0000904550,parastrongyloides_trichosuri,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
PTRK_0001665584,parastrongyloides_trichosuri,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
PTRK_0000448100,parastrongyloides_trichosuri,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
SVE_0393100,strongyloides_venezuelensis,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
SSTP_0000396800,strongyloides_stercoralis,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
SRAE_0000009500,strongyloides_ratti,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
SRAE_2000457800,strongyloides_ratti,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
SSTP_0000379200,strongyloides_stercoralis,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
SVE_1080100,strongyloides_venezuelensis,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
PTRK_0000692150,parastrongyloides_trichosuri,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
SVE_1568900,strongyloides_venezuelensis,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
SSTP_0000211000,strongyloides_stercoralis,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
SVE_1570600,strongyloides_venezuelensis,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
SSTP_0001186800,strongyloides_stercoralis,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
PTRK_0000453800,parastrongyloides_trichosuri,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
SVE_0587500,strongyloides_venezuelensis,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
RSKR_0000262733,rhabditophanes_kr3021,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
SRAE_X000074900,strongyloides_ratti,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
SPAL_0001100700,strongyloides_papillosus,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
SSTP_0000451200,strongyloides_stercoralis,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
PTRK_0001391500,parastrongyloides_trichosuri,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
PTRK_0000448000,parastrongyloides_trichosuri,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
SRAE_2000512000,strongyloides_ratti,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
SRAE_2000399900,strongyloides_ratti,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
PTRK_0001275100,parastrongyloides_trichosuri,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
SVE_1080000,strongyloides_venezuelensis,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
SVE_0343800,strongyloides_venezuelensis,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
SSTP_0000738200,strongyloides_stercoralis,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
SPAL_0000410300,strongyloides_papillosus,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
SSTP_0000941900,strongyloides_stercoralis,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
SRAE_0000024200,strongyloides_ratti,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
SPAL_0000858300,strongyloides_papillosus,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
SPAL_0000170500,strongyloides_papillosus,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
PTRK_0001342636,parastrongyloides_trichosuri,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
SPAL_0000575800,strongyloides_papillosus,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
PTRK_0001747866,parastrongyloides_trichosuri,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
SVE_0654600,strongyloides_venezuelensis,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
RSKR_0000095450,rhabditophanes_kr3021,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
PTRK_0001747933,parastrongyloides_trichosuri,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
SVE_0587600,strongyloides_venezuelensis,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
PTRK_0001747966,parastrongyloides_trichosuri,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
SSTP_0000211050,strongyloides_stercoralis,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
SPAL_0000997200,strongyloides_papillosus,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
SRAE_0000009300,strongyloides_ratti,Nematoda,Clade IV,family_534808,Added late from synapomorphy,,
SVE_2010300,strongyloides_venezuelensis,Nematoda,Clade IV,family_380676,Added late from synapomorphy,,
SPAL_0000581000,strongyloides_papillosus,Nematoda,Clade IV,family_380676,Added late from synapomorphy,,
